"aluexon"	"chr_hg19_t"	"start_hg19_t"	"end_hg19_t"	"position_hg19_t"	"strand_hg19_t"	"distance_hg19_t"	"chr_alu_hg19_t"	"start_alu_hg19_t"	"end_alu_hg19_t"	"alu_element_hg19_t"	"alu_substitutions_hg19_t"	"alu_strand_hg19_t"	"chr_hg19"	"start_hg19"	"end_hg19"	"position_hg19"	"strand_hg19"	"distance_hg19"	"3SSS_hg19"	"WU_hg19"	"U1_hg19"	"U2_hg19"	"region_hg19"	"chr_panTro4"	"start_panTro4"	"end_panTro4"	"position_panTro4"	"strand_panTro4"	"distance_panTro4"	"3SSS_panTro4"	"WU_panTro4"	"U1_panTro4"	"U2_panTro4"	"region_panTro4"	"chr_nomLeu1"	"start_nomLeu1"	"end_nomLeu1"	"position_nomLeu1"	"strand_nomLeu1"	"distance_nomLeu1"	"3SSS_nomLeu1"	"WU_nomLeu1"	"U1_nomLeu1"	"U2_nomLeu1"	"region_nomLeu1"	"chr_rheMac3"	"start_rheMac3"	"end_rheMac3"	"position_rheMac3"	"strand_rheMac3"	"distance_rheMac3"	"3SSS_rheMac3"	"WU_rheMac3"	"U1_rheMac3"	"U2_rheMac3"	"region_rheMac3"	"chr_calJac3"	"start_calJac3"	"end_calJac3"	"position_calJac3"	"strand_calJac3"	"distance_calJac3"	"3SSS_calJac3"	"WU_calJac3"	"U1_calJac3"	"U2_calJac3"	"region_calJac3"	"furthest_all"	"furthest"	"UCSCtype"	"dist"	"Exon_Originated"
"Aluexon:4558"	"chr6"	64381667	64381668	"chr6:64381667:64381668:+"	"+"	25	"chr6"	64381643	64381895	"AluSc5"	"lowest"	"+"	"chr6"	64381667	64381668	"chr6:64381667:64381668:+"	"+"	25	3.39	5	5	5	"hg19"	"chr6_GL390389_random"	3876648	3876649	"chr6:64381667:64381668:+"	"+"	25	3.39	5	5	5	"panTro4"	"GL397384"	2047368	2047369	"chr6:64381667:64381668:+"	"+"	25	3.39	5	5	5	"nomLeu1"	"chr4"	61183832	61183833	"chr6:64381667:64381668:+"	"+"	25	0.37	8	8	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:4559"	"chr6"	74303618	74303619	"chr6:74303618:74303619:-"	"-"	15	"chr6"	74303506	74303634	"AluJr"	"moderate"	"-"	"chr6"	74303618	74303619	"chr6:74303618:74303619:-"	"-"	15	-3.18	10	4	10	"hg19"	"chr6"	73898703	73898704	"chr6:74303618:74303619:-"	"-"	15	-3.18	10	4	10	"panTro4"	"GL397334"	7235501	7235502	"chr6:74303618:74303619:-"	"-"	15	0.22	7	4	7	"nomLeu1"	"chr4"	70933857	70933858	"chr6:74303618:74303619:-"	"-"	15	-2.52	7	4	7	"rheMac3"	"chr4"	71872228	71872229	"chr6:74303618:74303619:-"	"-"	15	-4.7	9	5	9	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:456"	"chr10"	96329344	96329345	"chr10:96329344:96329345:+"	"+"	12	"chr10"	96329333	96329498	"FAM"	"highest"	"+"	"chr10"	96329344	96329345	"chr10:96329344:96329345:+"	"+"	12	7.19	6	5	6	"hg19"	"chr10"	94128110	94128111	"chr10:96329344:96329345:+"	"+"	12	7.19	6	5	6	"panTro4"	"GL397265"	28202166	28202167	"chr10:96329344:96329345:+"	"+"	12	7.19	6	5	6	"nomLeu1"	"chr9"	91621631	91621632	"chr10:96329344:96329345:+"	"+"	12	7.5	6	5	6	"rheMac3"	"chr12"	81479858	81479859	"chr10:96329344:96329345:+"	"+"	12	7.19	5	5	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:4560"	"chr6"	74308679	74308680	"chr6:74308679:74308680:-"	"-"	46	"chr6"	74308434	74308726	"AluSp"	"lowest"	"-"	"chr6"	74308679	74308680	"chr6:74308679:74308680:-"	"-"	46	5.5	11	11	5	"hg19"	"chr6"	73903746	73903747	"chr6:74308679:74308680:-"	"-"	46	6.68	10	10	5	"panTro4"	"GL397334"	7239880	7239881	"chr6:74308679:74308680:-"	"-"	46	0.97	6	6	5	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, NA)"	"nomLeu1"	"cryptic"	"Right arm"	"Evolving Exon"
"Aluexon:4561"	"chr6"	74314434	74314435	"chr6:74314434:74314435:-"	"-"	51	"chr6"	74314185	74314486	"AluJb"	"high"	"-"	"chr6"	74314434	74314435	"chr6:74314434:74314435:-"	"-"	51	-8.39	7	4	7	"hg19"	"chr6"	73908295	73908296	"chr6:74314434:74314435:-"	"-"	51	-9.1	7	6	7	"panTro4"	"GL397334"	7243488	7243489	"chr6:74314434:74314435:-"	"-"	51	-6.08	7	6	7	"nomLeu1"	"chr4"	70944164	70944165	"chr6:74314434:74314435:-"	"-"	51	-8.22	7	6	7	"rheMac3"	"chr4"	71883892	71883893	"chr6:74314434:74314435:-"	"-"	51	-7.12	6	6	6	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:4562"	"chr6"	76487168	76487169	"chr6:76487168:76487169:+"	"+"	36	"chr6"	76487133	76487453	"AluJr"	"highest"	"+"	"chr6"	76487168	76487169	"chr6:76487168:76487169:+"	"+"	36	9.46	10	10	9	"hg19"	"chr6"	76134841	76134842	"chr6:76487168:76487169:+"	"+"	36	9.72	11	11	7	"panTro4"	"GL397334"	9546840	9546841	"chr6:76487168:76487169:+"	"+"	36	9.91	14	14	7	"nomLeu1"	"chr4"	73700060	73700061	"chr6:76487168:76487169:+"	"+"	36	10.13	10	10	10	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:4563"	"chr6"	42983854	42983855	"chr6:42983854:42983855:+"	"+"	176	"chr6"	42983679	42983970	"AluSc"	"lowest"	"+"	"chr6"	42983854	42983855	"chr6:42983854:42983855:+"	"+"	176	3.6	9	9	5	"hg19"	"chr6"	43629746	43629747	"chr6:42983854:42983855:+"	"+"	176	3.6	9	9	5	"panTro4"	"GL397304"	16804174	16804175	"chr6:42983854:42983855:+"	"-"	176	3.3	NA	NA	5	"nomLeu1"	"chr4"	43515178	43515179	"chr6:42983854:42983855:+"	"+"	176	NA	NA	14	NA	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Left arm"	"Constant Exon"
"Aluexon:4564"	"chr6"	83869087	83869088	"chr6:83869087:83869088:+"	"+"	84	"chr6"	83869004	83869309	"AluJb"	"high"	"+"	"chr6"	83869087	83869088	"chr6:83869087:83869088:+"	"+"	84	-6.48	12	8	12	"hg19"	"chr6"	83726231	83726232	"chr6:83869087:83869088:+"	"+"	84	-5.92	9	8	9	"panTro4"	"GL397273"	17524987	17524988	"chr6:83869087:83869088:+"	"+"	84	-14.38	24	7	24	"nomLeu1"	"chr4"	81134330	81134331	"chr6:83869087:83869088:+"	"+"	84	-5.85	16	10	16	"rheMac3"	"chr4"	81839417	81839418	"chr6:83869087:83869088:+"	"+"	84	-4.77	12	12	6	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Emerging Exon"
"Aluexon:4565"	"chr6"	84058674	84058675	"chr6:84058674:84058675:-"	"-"	58	"chr6"	84058423	84058733	"AluSq"	"low"	"-"	"chr6"	84058674	84058675	"chr6:84058674:84058675:-"	"-"	58	-3.03	17	17	5	"hg19"	"chr6"	83909571	83909572	"chr6:84058674:84058675:-"	"-"	58	-3.03	16	16	5	"panTro4"	"GL397273"	17703187	17703188	"chr6:84058674:84058675:-"	"-"	58	-3.33	10	10	5	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr4"	82055556	82055557	"chr6:84058674:84058675:-"	"-"	58	-3.19	19	19	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:4566"	"chr6"	89611822	89611823	"chr6:89611822:89611823:-"	"-"	105	"chr6"	89611761	89611928	"AluJr"	"high"	"-"	"chr6"	89611822	89611823	"chr6:89611822:89611823:-"	"-"	105	-0.85	9	9	5	"hg19"	"chr6"	89543963	89543964	"chr6:89611822:89611823:-"	"-"	105	-0.85	8	8	5	"panTro4"	"GL397273"	23297272	23297273	"chr6:89611822:89611823:-"	"-"	105	-0.85	8	8	5	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, NA)"	"nomLeu1"	"cryptic"	"Left arm"	"Emerging Exon"
"Aluexon:4567"	"chr6"	88322423	88322424	"chr6:88322423:88322424:+"	"+"	98	"chr6"	88322326	88322625	"AluSz"	"moderate"	"+"	"chr6"	88322423	88322424	"chr6:88322423:88322424:+"	"+"	98	6.14	7	7	5	"hg19"	"chr6"	88215518	88215519	"chr6:88322423:88322424:+"	"+"	98	6.5	7	7	5	"panTro4"	"GL397273"	22012928	22012929	"chr6:88322423:88322424:+"	"+"	98	6.5	7	7	5	"nomLeu1"	"chr4"	85582708	85582709	"chr6:88322423:88322424:+"	"+"	98	6.5	7	7	5	"rheMac3"	"chr4"	86719687	86719688	"chr6:88322423:88322424:+"	"+"	98	7.59	6	6	4	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Constant Exon"
"Aluexon:4568"	"chr6"	99880893	99880894	"chr6:99880893:99880894:+"	"+"	24	"chr6"	99880870	99881019	"AluJb"	"highest"	"+"	"chr6"	99880893	99880894	"chr6:99880893:99880894:+"	"+"	24	1.78	5	5	4	"hg19"	"chr6"	100347110	100347111	"chr6:99880893:99880894:+"	"+"	24	1.78	5	5	4	"panTro4"	"GL397273"	34238603	34238604	"chr6:99880893:99880894:+"	"+"	24	1.78	5	5	4	"nomLeu1"	"chr4"	97434986	97434987	"chr6:99880893:99880894:+"	"+"	24	2.23	27	5	27	"rheMac3"	"chr4"	98615001	98615002	"chr6:99880893:99880894:+"	"+"	24	2.29	5	5	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:4569"	"chr6"	99983057	99983058	"chr6:99983057:99983058:+"	"+"	26	"chr6"	99983032	99983337	"AluJr"	"highest"	"+"	"chr6"	99983057	99983058	"chr6:99983057:99983058:+"	"+"	26	6.86	6	6	6	"hg19"	"chr6"	100450126	100450127	"chr6:99983057:99983058:+"	"+"	26	6.86	7	7	6	"panTro4"	"GL397273"	34351356	34351357	"chr6:99983057:99983058:+"	"+"	26	6.08	6	5	6	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr4"	98719285	98719286	"chr6:99983057:99983058:+"	"+"	26	-0.24	6	6	6	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:457"	"chr10"	95682801	95682802	"chr10:95682801:95682802:+"	"+"	20	"chr10"	95682782	95682942	"AluJo"	"highest"	"+"	"chr10"	95682801	95682802	"chr10:95682801:95682802:+"	"+"	20	9.97	8	8	5	"hg19"	"chr10"	93489078	93489079	"chr10:95682801:95682802:+"	"+"	20	9.15	8	8	5	"panTro4"	"GL397265"	27509247	27509248	"chr10:95682801:95682802:+"	"+"	20	7.34	17	17	5	"nomLeu1"	"chr9"	90943635	90943636	"chr10:95682801:95682802:+"	"+"	20	10.56	13	13	5	"rheMac3"	"chr12"	80780592	80780593	"chr10:95682801:95682802:+"	"+"	20	-7	15	15	6	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:4570"	"chr6"	107007964	107007965	"chr6:107007964:107007965:-"	"-"	12	"chr6"	107007689	107007977	"AluJb"	"high"	"-"	"chr6"	107007964	107007965	"chr6:107007964:107007965:-"	"-"	12	10.7	9	9	5	"hg19"	"chr6"	107603465	107603466	"chr6:107007964:107007965:-"	"-"	12	10.7	9	9	7	"panTro4"	"GL397448"	588731	588732	"chr6:107007964:107007965:-"	"-"	12	9.99	8	8	7	"nomLeu1"	"chr4"	104781635	104781636	"chr6:107007964:107007965:-"	"-"	12	11.32	10	10	5	"rheMac3"	"chr4"	106059679	106059680	"chr6:107007964:107007965:-"	"-"	12	10.65	6	4	6	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:4571"	"chr6"	107511227	107511228	"chr6:107511227:107511228:-"	"-"	78	"chr6"	107511134	107511306	"AluJr"	"high"	"-"	"chr6"	107511227	107511228	"chr6:107511227:107511228:-"	"-"	78	-10.19	12	12	9	"hg19"	"chr6"	108247953	108247954	"chr6:107511227:107511228:-"	"-"	78	-10.19	9	9	9	"panTro4"	"GL397448"	1089327	1089328	"chr6:107511227:107511228:-"	"-"	78	-11.63	9	9	8	"nomLeu1"	"chr4"	105384249	105384250	"chr6:107511227:107511228:-"	"-"	78	-11.63	10	6	10	"rheMac3"	"chr4"	106662090	106662091	"chr6:107511227:107511228:-"	"-"	78	-13.02	7	5	7	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Emerging Exon"
"Aluexon:4572"	"chr6"	90537740	90537741	"chr6:90537740:90537741:-"	"-"	204	"chr6"	90537636	90537945	"AluJr"	"high"	"-"	"chr6"	90537740	90537741	"chr6:90537740:90537741:-"	"-"	204	7.44	18	7	18	"hg19"	"chr6"	90465205	90465206	"chr6:90537740:90537741:-"	"-"	204	7.44	18	7	18	"panTro4"	"GL397273"	24259162	24259163	"chr6:90537740:90537741:-"	"-"	204	7	11	5	11	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, NA)"	"nomLeu1"	"cryptic"	"Left arm"	"Constant Exon"
"Aluexon:4573"	"chr6"	118010745	118010746	"chr6:118010745:118010746:+"	"+"	32	"chr6"	118010714	118011029	"AluJr"	"high"	"+"	"chr6"	118010745	118010746	"chr6:118010745:118010746:+"	"+"	32	7.21	9	9	8	"hg19"	"chr6"	118819139	118819140	"chr6:118010745:118010746:+"	"+"	32	2.41	11	11	8	"panTro4"	"GL397266"	9380853	9380854	"chr6:118010745:118010746:+"	"+"	32	7.21	13	13	9	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr4"	117533247	117533248	"chr6:118010745:118010746:+"	"+"	32	8.68	7	7	7	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:4574"	"chr6"	118010912	118010913	"chr6:118010912:118010913:+"	"+"	199	"chr6"	118010714	118011029	"AluJr"	"high"	"+"	"chr6"	118010912	118010913	"chr6:118010912:118010913:+"	"+"	199	4.99	9	9	8	"hg19"	"chr6"	118819305	118819306	"chr6:118010912:118010913:+"	"+"	199	6.25	11	11	8	"panTro4"	"GL397266"	9381022	9381023	"chr6:118010912:118010913:+"	"+"	199	6.45	13	13	9	"nomLeu1"	"chr4"	148506339	148506340	"chr6:118010912:118010913:+"	"-"	199	6.44	11	5	11	"rheMac3"	"chr4"	117533406	117533407	"chr6:118010912:118010913:+"	"+"	199	5.53	7	7	7	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Constant Exon"
"Aluexon:4575"	"chr6"	130028023	130028024	"chr6:130028023:130028024:-"	"-"	28	"chr6"	130027751	130028052	"AluSx"	"lowest"	"-"	"chr6"	130028023	130028024	"chr6:130028023:130028024:-"	"-"	28	3.01	22	22	5	"hg19"	"chr6"	131009973	131009974	"chr6:130028023:130028024:-"	"-"	28	3.01	41	41	5	"panTro4"	"GL397266"	21406930	21406931	"chr6:130028023:130028024:-"	"-"	28	3.06	13	13	5	"nomLeu1"	"chr4"	136460295	136460296	"chr6:130028023:130028024:-"	"+"	28	3.4	8	8	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:4576"	"chr6"	134637008	134637009	"chr6:134637008:134637009:-"	"-"	19	"chr6"	134636896	134637028	"FLAM_C"	"high"	"-"	"chr6"	134637008	134637009	"chr6:134637008:134637009:-"	"-"	19	1.88	8	8	4	"hg19"	"chr6"	135631518	135631519	"chr6:134637008:134637009:-"	"-"	19	-0.95	8	8	4	"panTro4"	"GL397266"	26031723	26031724	"chr6:134637008:134637009:-"	"-"	19	2.42	14	14	4	"nomLeu1"	"chr4"	131792030	131792031	"chr6:134637008:134637009:-"	"+"	19	2.6	5	5	4	"rheMac3"	"chr4"	134773964	134773965	"chr6:134637008:134637009:-"	"-"	19	-1.96	8	8	4	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:4577"	"chr6"	137224905	137224906	"chr6:137224905:137224906:+"	"+"	115	"chr6"	137224791	137225107	"AluJb"	"highest"	"+"	"chr6"	137224905	137224906	"chr6:137224905:137224906:+"	"+"	115	-19.34	15	5	15	"hg19"	"chr6"	138251274	138251275	"chr6:137224905:137224906:+"	"+"	115	-19.34	15	5	15	"panTro4"	"GL397266"	28711457	28711458	"chr6:137224905:137224906:+"	"+"	115	-18.64	7	5	7	"nomLeu1"	"chr4"	129156457	129156458	"chr6:137224905:137224906:+"	"-"	115	-20.17	7	5	7	"rheMac3"	"chr4"	137500292	137500293	"chr6:137224905:137224906:+"	"+"	115	-16.4	6	5	6	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Emerging Exon"
"Aluexon:4578"	"chr6"	136667698	136667699	"chr6:136667698:136667699:-"	"-"	18	"chr6"	136667419	136667717	"AluJr"	"high"	"-"	"chr6"	136667698	136667699	"chr6:136667698:136667699:-"	"-"	18	7.16	7	7	7	"hg19"	"chr6"	137690914	137690915	"chr6:136667698:136667699:-"	"-"	18	7.16	7	7	7	"panTro4"	"GL397266"	28149445	28149446	"chr6:136667698:136667699:-"	"-"	18	7.16	7	7	7	"nomLeu1"	"chr4"	129721748	129721749	"chr6:136667698:136667699:-"	"+"	18	7.16	7	7	7	"rheMac3"	"chr4"	136930841	136930842	"chr6:136667698:136667699:-"	"-"	18	6.01	7	7	7	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Evolving Exon"
"Aluexon:4579"	"chr6"	138996181	138996182	"chr6:138996181:138996182:-"	"-"	16	"chr6"	138996044	138996198	"FRAM"	"high"	"-"	"chr6"	138996181	138996182	"chr6:138996181:138996182:-"	"-"	16	9.39	15	15	4	"hg19"	"chr6"	140056976	140056977	"chr6:138996181:138996182:-"	"-"	16	8.6	14	14	4	"panTro4"	"GL397266"	30488405	30488406	"chr6:138996181:138996182:-"	"-"	16	3.51	17	17	4	"nomLeu1"	"chr4"	127385700	127385701	"chr6:138996181:138996182:-"	"+"	16	3.45	19	19	4	"rheMac3"	"chr4"	139249891	139249892	"chr6:138996181:138996182:-"	"-"	16	-3.16	8	8	4	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:458"	"chr10"	96082539	96082540	"chr10:96082539:96082540:-"	"-"	23	"chr10"	96082261	96082563	"AluSq2"	"lowest"	"-"	"chr10"	96082539	96082540	"chr10:96082539:96082540:-"	"-"	23	9.4	13	13	5	"hg19"	"chr10"	93881264	93881265	"chr10:96082539:96082540:-"	"-"	23	9.18	14	14	5	"panTro4"	"GL397265"	27943266	27943267	"chr10:96082539:96082540:-"	"-"	23	8.44	9	9	5	"nomLeu1"	"chr9"	91366251	91366252	"chr10:96082539:96082540:-"	"-"	23	9.18	14	14	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:4580"	"chr6"	149326164	149326165	"chr6:149326164:149326165:+"	"+"	177	"chr6"	149325988	149326192	"AluJb"	"high"	"+"	"chr6"	149326164	149326165	"chr6:149326164:149326165:+"	"+"	177	7.79	12	4	12	"hg19"	"chr6"	150588033	150588034	"chr6:149326164:149326165:+"	"+"	177	7.79	11	4	11	"panTro4"	"GL397266"	40961107	40961108	"chr6:149326164:149326165:+"	"+"	177	7.79	10	4	10	"nomLeu1"	"chr4"	116575306	116575307	"chr6:149326164:149326165:+"	"-"	177	6.98	10	4	10	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Left arm"	"Constant Exon"
"Aluexon:4581"	"chr6"	151219994	151219995	"chr6:151219994:151219995:+"	"+"	10	"chr6"	151219985	151220086	"AluSc"	"moderate"	"+"	"chr6"	151219994	151219995	"chr6:151219994:151219995:+"	"+"	10	9.83	6	5	6	"hg19"	"chr6"	152545145	152545146	"chr6:151219994:151219995:+"	"+"	10	2.51	6	5	6	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr4"	114434133	114434134	"chr6:151219994:151219995:+"	"-"	10	2.51	6	5	6	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", NA, \"rheMac3\", NA)"	"rheMac3"	"alternative"	"Right arm"	"Emerging Exon"
"Aluexon:4582"	"chr6"	158608070	158608071	"chr6:158608070:158608071:+"	"+"	56	"chr6"	158608015	158608327	"AluSq10"	"low"	"+"	"chr6"	158608070	158608071	"chr6:158608070:158608071:+"	"+"	56	9.73	7	4	7	"hg19"	"chr6"	159945511	159945512	"chr6:158608070:158608071:+"	"+"	56	9.73	6	4	6	"panTro4"	"GL397340"	967158	967159	"chr6:158608070:158608071:+"	"+"	56	8.81	6	5	6	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, NA)"	"nomLeu1"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:4583"	"chr6"	158593387	158593388	"chr6:158593387:158593388:+"	"+"	42	"chr6"	158593346	158593629	"AluSc"	"lowest"	"+"	"chr6"	158593387	158593388	"chr6:158593387:158593388:+"	"+"	42	6.33	14	14	6	"hg19"	"chr6"	159927289	159927290	"chr6:158593387:158593388:+"	"+"	42	4.64	15	15	6	"panTro4"	"GL397340"	951501	951502	"chr6:158593387:158593388:+"	"+"	42	6.32	17	17	5	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, NA)"	"nomLeu1"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:4584"	"chr6"	159209511	159209512	"chr6:159209511:159209512:-"	"-"	187	"chr6"	159209398	159209699	"AluSz"	"moderate"	"-"	"chr6"	159209511	159209512	"chr6:159209511:159209512:-"	"-"	187	5.24	14	14	5	"hg19"	"chr6"	160541206	160541207	"chr6:159209511:159209512:-"	"-"	187	5.24	13	13	5	"panTro4"	"GL397340"	1589437	1589438	"chr6:159209511:159209512:-"	"-"	187	5.24	8	8	5	"nomLeu1"	"chr4"	106326945	106326946	"chr6:159209511:159209512:-"	"+"	187	5.24	8	8	5	"rheMac3"	"chr4"	159845380	159845381	"chr6:159209511:159209512:-"	"-"	187	4.65	21	21	6	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Constant Exon"
"Aluexon:4585"	"chr6"	170117337	170117338	"chr6:170117337:170117338:-"	"-"	22	"chr6"	170117068	170117360	"AluSg"	"moderate"	"-"	"chr6"	170117337	170117338	"chr6:170117337:170117338:-"	"-"	22	6.88	8	8	5	"hg19"	"chr6"	171559493	171559494	"chr6:170117337:170117338:-"	"-"	22	7.02	9	9	5	"panTro4"	"GL397520"	351491	351492	"chr6:170117337:170117338:-"	"-"	22	8.24	13	13	5	"nomLeu1"	"chrUn_JH290351"	65729	65730	"chr6:170117337:170117338:-"	"+"	22	6.2	8	8	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:4587"	"chr7"	1202403	1202404	"chr7:1202403:1202404:+"	"+"	191	"chr7"	1202213	1202507	"AluSq"	"moderate"	"+"	"chr7"	1202403	1202404	"chr7:1202403:1202404:+"	"+"	191	10.62	15	15	4	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GL397443"	670042	670043	"chr7:1202403:1202404:+"	"+"	191	10.72	16	16	7	"nomLeu1"	"chr3"	39311412	39311413	"chr7:1202403:1202404:+"	"+"	191	11.3	18	18	7	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", NA, \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Left arm"	"Constant Exon"
